message,label
洗澡沒啦,正常-normal
哈哈享受洗澡美好時光,正常-normal
那胸部ㄋㄜ,色情-sex word
去看片子不是比較快嗎�,色情-sex word
我不是來約砲不然來幹嘛,正常-normal
我可以幫妳按摩手哈哈,正常-normal
我在我乾媽家吃飯,正常-normal
射進去妳喜歡嗎,色情-sex word
我要來洗澡 等等要跟朋友出門,正常-normal
我覺得做愛很爽阿,色情-sex word
後來他逼我去洗頭,正常-normal
"我覺得第二張就很成熟我很喜歡第二張欸
那個穿搭配上你的妝
真的很仙超有氣質好不好",正常-normal
洗澡萬惡,正常-normal
運動按摩的,正常-normal
妳是不是還有去洗澡,正常-normal
我們 聊天 按摩嗎,正常-normal
現在哪有可以找人陪睡覺,色情-sex word
我如果會約砲會欣賞,色情-sex word
而且你有我 其實你已經有性生活了,色情-sex word
早上睡過了 晚上還是會很想睡喔哈哈哈,正常-normal
"我覺得這沒有什麼不好說的，而且拒絕是我的權利，不能強迫人出來啦～
這樣很好啊！不然我怎麼看有些女生自介打約炮滾，我就以為這上面很多約的",正常-normal
今天差點睡過頭���,正常-normal
想愛愛了餒,色情-sex word
我的床伴～～,色情-sex word
我早上是從台中出發下去嘉義,正常-normal
我等等要去按摩,正常-normal
胸部還是有吧,色情-sex word
不聊色大哥,正常-normal
歐我昨天真的有想要按摩欸,正常-normal
他是沒有蛋蛋的先生�,正常-normal
聊色的呀,色情-sex word
不是有床伴,色情-sex word
喔幹你好純,正常-normal
快去洗澡放鬆,正常-normal
嗯⋯就把手機放在洗澡專門用的手機架,正常-normal
也不算逼迫啦,正常-normal
妳洗澡這麼有空的嘛 還能回訊息,正常-normal
我想找長期交往關係女友&固定愛愛伴侶,色情-sex word
空即是色色即是空,色情-sex word
你才酒後亂性,色情-sex word
看得到乳頭嗎,色情-sex word
裸照收回了,色情-sex word
色色我自己會解決,色情-sex word
猥褻男神是怎樣,色情-sex word
把交友當成交配,色情-sex word
你是要色色？,色情-sex word
那晚上你都12點左右睡覺嗎？,正常-normal
妳洗澡也算快欸,正常-normal
沒可能邊洗澡邊回我吧,正常-normal
色情跟藝術 往往都是一線之隔,色情-sex word
沒。 要按摩,正常-normal
很多人喜歡大胸部,色情-sex word
我們沒事就是會講幹話啊，彼此分享好物,正常-normal
"你如果在在臺南
我可能還會幫你約妹子打砲",色情-sex word
妹子好,正常-normal
嗨 找我嗎 幹話王本人,正常-normal
所以你是想約砲的喔,色情-sex word
有內射過嗎,色情-sex word
我最近已經被工作逼到都沒什麼睡覺,正常-normal
不一樣吶ಥ_ಥ雞雞是只那一根~蛋蛋是只那兩顆(´･_･`),色情-sex word
奶大屁股翹吧,色情-sex word
我窮逼哈哈哈 不過年底或年初會去泰國～,正常-normal
洗澡就沒有呀哈哈哈,正常-normal
都早上洗澡？,正常-normal
代表你也愛調教肛門呀,色情-sex word
對 加上妳的大眼睛,正常-normal
今天去找朋友 剛從泰國回來 帶了榴槤乾 吃起來真的有像在吃榴蓮 狠逼真的味道�,正常-normal
你洗澡很快耶,正常-normal
約去洗澡休息還比較舒服點,正常-normal
月亮不睡你不睡,正常-normal
我先上樓洗澡嘍,正常-normal
8點洗澡,正常-normal
想要洗澡，但你懂,正常-normal
你跟幾個做愛過,色情-sex word
回家洗澡睡覺,正常-normal
我後天去高雄看奶奶,正常-normal
我不約砲啊,正常-normal
你吃晚餐 洗澡了嗎,正常-normal
有的女生是想約炮的,色情-sex word
週六約了按摩�,正常-normal
我不逼的�,正常-normal
坐著用腿部按摩機。 腿太酸了,正常-normal
要先熱敷按摩一下肚子,正常-normal
所以才想要當砲友,色情-sex word
這樣算不好嗎�過輕到正常…這好像只是從，不健康的體態變成正常體態� 況且現在的人也慢慢不是看bmi了是看體脂率,正常-normal
姐姐也去洗澡,正常-normal
準備洗澡？,正常-normal
有啊他說去洗澡,正常-normal
這上面的人怎麼這麼喜歡幫別人按摩,正常-normal
我有床伴 這個床伴一定是很精神的伴侶,色情-sex word
我感覺我是那種被逼到才會做的,正常-normal
可能遇到你 只好社交牛逼了,正常-normal
胸部呢,色情-sex word
當砲友,色情-sex word
無事獻殷情非奸即盜呀哈哈哈,正常-normal
哈所以妳不是想打炮的,正常-normal
很多人說是約砲的,色情-sex word
那我看我這輩子都別跟異性聊天是最好的,正常-normal
我不要跟異性聊天認識就好,正常-normal
"我真的發覺妳喝酒了別說口交 做愛 也超喜歡動不動就親吻人嚄！妳這樣的舉動我自己是很喜歡但我真的唯一擔憂的是 妳單獨別的男人喝酒也有可能會這樣嗎？
我真的是高度的懷疑...",色情-sex word
好色�,色情-sex word
有時候比較累會約朋友去按摩放鬆放鬆,正常-normal
口愛,色情-sex word
北部小籠包皮薄湯汁多,正常-normal
大家都想聽你淫叫吧,色情-sex word
我遇過很多約砲的,色情-sex word
你是做美容 還是 按摩 的嗎,正常-normal
啊有時候會有一些沒意義的幹話,正常-normal
出去喝咖啡講講幹話�,正常-normal
不聊色…,正常-normal
我家的吃buffet,正常-normal
我試過了啊，我業務出身，講幹話、練笑話是我的日常,正常-normal
前陣子不是有很多女優來台灣,色情-sex word
想要做愛得不到笑死,色情-sex word
可以不用擔心睡過頭而睡不好,正常-normal
你屁啦� 男生還是會有性癖吧,色情-sex word
最近太累了吧？幫妳按摩,正常-normal
你是想找做愛的對象嗎,色情-sex word
對齁…妳也不太可能收留我睡妳地板到隔天早上 唉係,色情-sex word
很奸詐,正常-normal
洗澡完吃個早餐好好休息吧,正常-normal
我要趕快出門了 昨天我睡過頭 上班遲到哈哈哈,正常-normal
私密處全除？,色情-sex word
我自介是想找床伴關係的,色情-sex word
準備要洗澡了,正常-normal
可以讓姊姊吃青春的肉體,色情-sex word
不過對方已婚,正常-normal
你會發洗澡卡,正常-normal
說要去洗澡,正常-normal
聊色就會有感覺,色情-sex word
不是那種約去打打砲然後解散,色情-sex word
幹你是說真的假的,正常-normal
哈哈哈 好色,色情-sex word
包養我,色情-sex word
突然也說不上來怎樣算雞掰�,正常-normal
沒性趣喔？,色情-sex word
約砲有什麼不好說！,色情-sex word
我有學生真的是出去按摩或是喬骨結果直接更嚴重受傷欸,正常-normal
哈哈哈排隊洗澡�,正常-normal
洗澡？,正常-normal
我們都在群組講幹話哈哈哈,正常-normal
我也不知道為什麼你要約砲,正常-normal
不過妳不會很常遇到要約砲ㄉ嗎,正常-normal
哥哥很久沒有愛愛了嗎,色情-sex word
經過都跟他們哈囉 然後我朋友說幹你是回娘家喔�‍�,正常-normal
不會欸哈哈哈因為跟朋友出去釣都會一直幹話,正常-normal
她要洗澡 等等洗好來視訊,正常-normal
還有我想聽暈的咪咪冒冒�,正常-normal
剛剛洗澡�,正常-normal
假日你可以好好放鬆一下了對吧～,正常-normal
我怕睡一睡你把我吃掉,色情-sex word
謝謝啦，我也是需要專業按摩的�,正常-normal
個性生活習慣那些吧,正常-normal
今天你想不想跟我做愛？,色情-sex word
我不缺做愛,色情-sex word
因為我社交牛逼正,正常-normal
幫寶寶按摩按摩,色情-sex word
咪咪,正常-normal
看到一堆裸體,色情-sex word
等我一下洗澡等等回你唷,正常-normal
我包養很簡單，單純解決我的生理需求就好，不需要花太多時間，不用吃飯看電影的陪伴，不浪費彼此時間和空間，你不想我打擾生活我也不會干涉�,色情-sex word
我說晚上你要講電話嗎,正常-normal
你會想跟一個不太熟的女生發生一夜情嗎？,色情-sex word
蛋蛋很大,色情-sex word
很久沒有愛愛啊,色情-sex word
剛剛洗澡 拍謝,正常-normal
逼自己睡呀,正常-normal
"我很好奇欸
你一直說要見面但我約你又不來
然後一直說想單獨見是不是想找約炮而已
不是想當朋友",色情-sex word
"把你逼著急啦
BG咧",正常-normal
�所以不合的真的還是戴套,色情-sex word
你是來約炮的嗎,色情-sex word
不單單是講幹話�,正常-normal
去年那個室友是大陸來的 然後都不洗澡,正常-normal
約砲的第一名是軍人,色情-sex word
我是想找固定床伴,色情-sex word
我的確是想讓胸部變大沒錯啦,正常-normal
我3.還起床洗澡,正常-normal
只有一般的性交易,色情-sex word
買可樂是什麼意思？,色情-sex word
按摩很舒服欸,正常-normal
自己也不是處男，我跟對方彆扭什麼,正常-normal
低成本愛愛餐廳,色情-sex word
"我蠻好奇那些約砲的是怎麼約啊�
怎麼會去做這種事",色情-sex word
用久你肛門會沒力啊,色情-sex word
不想逼迫自己做不喜歡的事情了,正常-normal
我生活很單調上班下班運動洗澡吃飯就是那麼樸實無華,正常-normal
哈哈 你好好吃飯吧 我先洗澡 頭昏昏沖一下比較有精神 睡一天了,正常-normal
先洗澡 剛剛去打球�,正常-normal
我自己吞不下去但又逼著自己不準吐出來,色情-sex word
我傳那些 是誰逼的？,正常-normal
我昨天買了超商的草莓夾心麵包就洗澡睡覺了,正常-normal
但我真的不能接受被舔屁眼==,色情-sex word
罹過子宮頸癌，不能性生活,正常-normal
我跑去洗澡哈哈,正常-normal
為什麼會把別人逼走�,正常-normal
還沒洗澡啊,正常-normal
啊哈哈哈我也是欸 我也是愛哈拉打屁講幹話�,正常-normal
然後講話三句不離打砲,色情-sex word
雞掰 昨天手機沒電關機���,正常-normal
分手了還跟現任說跟他做愛像被強暴,色情-sex word
哈哈哈 別睡妳陪我是不是�,正常-normal
你之前和女友也時常做愛？,色情-sex word
應該是妳不習慣？我給人家按摩完都很放鬆 我很愛按摩啦哈哈,正常-normal
我也不想騙你坦白說我很喜歡大胸部的女生,色情-sex word
床上會一起練身體呀，畢竟我很肉慾呀。啊一般她不想也不會逼他練啊，她自己去做自己有興趣的事。,色情-sex word
有些女生穿丁字褲,色情-sex word
手沖之類的,正常-normal
笑死講幹話不好笑了,正常-normal
你意淫我喔,色情-sex word
但是你現在沒辦法色色噴噴,色情-sex word
"可是我只要流汗
回家一定馬上洗澡",正常-normal
你會討厭口交嗎,色情-sex word
好像被操控一般,正常-normal
但我咖啡有時間會弄手沖,正常-normal
一個雖然是砲友 但是他一直在你身邊,色情-sex word
很想要強姦,色情-sex word
嘎逼,正常-normal
按摩就是要痛,正常-normal
什麼肛交,色情-sex word
對啊有時候睡過頭就塞,正常-normal
不就做愛而已哈哈哈,色情-sex word
幹你根本沒看過哈哈哈哈,正常-normal
那ii 是他逼問你才知道的？,色情-sex word
等等才要上樓洗澡睡覺 不然明早有跟朋友約要去健身房,正常-normal
結果他愛上妳嗎,正常-normal
假日你都在幹嘛呀,正常-normal
不過還好色老頭死了,正常-normal
我不喜歡當公狗 但不代表我不好色,色情-sex word
一直要約我打砲還說要給我錢 傻眼,正常-normal
我是習慣了，從小父母就不准睡懶覺,正常-normal
誒 幫我按摩好嗎��,正常-normal
沒有約砲過喔 很誠實�,色情-sex word
誰叫你沒洗澡,正常-normal
你才不洗澡,正常-normal
都有戴套嗎,色情-sex word
有推薦的按摩店嗎 我真的是,正常-normal
感覺胸部蠻大的,色情-sex word
大三元自摸！,正常-normal
我還聽看看怎麼調教,色情-sex word
你也不要把自己逼太緊,正常-normal
在洗澡，一直去搗亂,正常-normal
她洗澡看到草莓怎麼可能沒想我,正常-normal
聊色���,色情-sex word
不過他老婆好像還不錯看,正常-normal
跟你做愛嗎,色情-sex word
我不喜歡被逼呀～,正常-normal
因為我都直接在公司洗澡,正常-normal
對啊 她之前太晚洗澡了,正常-normal
看bmw Benz 馬3,正常-normal
胸部大小,色情-sex word
不能做愛,色情-sex word
我想按摩(´･ω･`),正常-normal
我不愛肉體關係,色情-sex word
阿你既然要找床伴 找近一點的就好啊,色情-sex word
我前面回宿舍睡覺 洗澡,正常-normal
因為他昨天沒戴套,色情-sex word
我不來問你我們都不知道對方名字感覺像一夜情一樣靠背�,色情-sex word
胸部感覺蠻大的,色情-sex word
後來發現只是想約砲之類的,色情-sex word
快去洗澡一定很熱,正常-normal
啥？大家出門都早上你都下午晚上？？,正常-normal
有點喜歡上你了,正常-normal
我要先去洗澡了,正常-normal
就不太缺 就要做愛的話蠻容易的,色情-sex word
你常常約砲？,色情-sex word
我睡過頭 哈哈哈,正常-normal
大哥 你就是上來找床伴的吧�,色情-sex word
再這樣我可真的要約你出去幫我洗澡,色情-sex word
因為我們現在按摩師少,正常-normal
打砲？,色情-sex word
"我也想弄腿跟私密處
腿是因為刺青",正常-normal
